"Step","dreamerv3/small/ih_15/room0/run4 - train/score","dreamerv3/small/ih_15/room0/run4 - train/score__MIN","dreamerv3/small/ih_15/room0/run4 - train/score__MAX","dreamerv3/small/ih_15/room0/run3 - train/score","dreamerv3/small/ih_15/room0/run3 - train/score__MIN","dreamerv3/small/ih_15/room0/run3 - train/score__MAX","dreamerv3/small/ih_15/room0/run2 - train/score","dreamerv3/small/ih_15/room0/run2 - train/score__MIN","dreamerv3/small/ih_15/room0/run2 - train/score__MAX","dreamerv3/small/ih_15/room0/run1 - train/score","dreamerv3/small/ih_15/room0/run1 - train/score__MIN","dreamerv3/small/ih_15/room0/run1 - train/score__MAX","dreamerv3/small/ih_15/room0/run0 - train/score","dreamerv3/small/ih_15/room0/run0 - train/score__MIN","dreamerv3/small/ih_15/room0/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/run1 - train/score","dreamerv3/medium/ih_15/room0/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/run4 - train/score","dreamerv3/medium/ih_15/room0/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/run3 - train/score","dreamerv3/medium/ih_15/room0/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/run2 - train/score","dreamerv3/medium/ih_15/room0/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/run0 - train/score","dreamerv3/medium/ih_15/room0/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/run0 - train/score__MAX"
"853","54.31957820057869","54.31957820057869","54.31957820057869","50.26193458586931","50.26193458586931","50.26193458586931","65.65506514906883","65.65506514906883","65.65506514906883","35.07160460203886","35.07160460203886","35.07160460203886","76.91002723574638","76.91002723574638","76.91002723574638","27.553731724619865","27.553731724619865","27.553731724619865","74.68909385800362","74.68909385800362","74.68909385800362","43.0269775390625","43.0269775390625","43.0269775390625","-4.194514654576778","-4.194514654576778","-4.194514654576778","67.84023501072079","67.84023501072079","67.84023501072079"
"854","-6.462278786988463","-6.462278786988463","-6.462278786988463","38.40345794707537","38.40345794707537","38.40345794707537","8.738101682858542","8.738101682858542","8.738101682858542","44.42161386460066","44.42161386460066","44.42161386460066","72.75915218889713","72.75915218889713","72.75915218889713","78.96235322207212","78.96235322207212","78.96235322207212","66.63235148787498","66.63235148787498","66.63235148787498","67.56552186608315","67.56552186608315","67.56552186608315","63.717014349997044","63.717014349997044","63.717014349997044","73.20121031999588","73.20121031999588","73.20121031999588"
"855","-19.91543064173311","-19.91543064173311","-19.91543064173311","57.43327721564856","57.43327721564856","57.43327721564856","59.65623718500137","59.65623718500137","59.65623718500137","62.642151176929474","62.642151176929474","62.642151176929474","55.68104565143585","55.68104565143585","55.68104565143585","71.75606363266706","71.75606363266706","71.75606363266706","57.19735400378704","57.19735400378704","57.19735400378704","82.27732542157173","82.27732542157173","82.27732542157173","72.37213376164436","72.37213376164436","72.37213376164436","71.9009898584336","71.9009898584336","71.9009898584336"
"856","60.48885363340378","60.48885363340378","60.48885363340378","41.77742117922753","41.77742117922753","41.77742117922753","50.83573326468468","50.83573326468468","50.83573326468468","74.4889845084399","74.4889845084399","74.4889845084399","60.16906549036503","60.16906549036503","60.16906549036503","49.52185755968094","49.52185755968094","49.52185755968094","43.313400730490685","43.313400730490685","43.313400730490685","59.721181869506836","59.721181869506836","59.721181869506836","63.79884918779135","63.79884918779135","63.79884918779135","74.61267527751625","74.61267527751625","74.61267527751625"
"857","-82.68291374482214","-82.68291374482214","-82.68291374482214","53.76454506837763","53.76454506837763","53.76454506837763","50.993340484797955","50.993340484797955","50.993340484797955","73.9977459013462","73.9977459013462","73.9977459013462","35.48715682141483","35.48715682141483","35.48715682141483","56.76523816585541","56.76523816585541","56.76523816585541","33.35465334355831","33.35465334355831","33.35465334355831","51.672266244888306","51.672266244888306","51.672266244888306","27.823976827785373","27.823976827785373","27.823976827785373","45.04854115843773","45.04854115843773","45.04854115843773"
"858","33.433393374085426","33.433393374085426","33.433393374085426","59.066764706745744","59.066764706745744","59.066764706745744","-10.892643412575126","-10.892643412575126","-10.892643412575126","42.98720642924309","42.98720642924309","42.98720642924309","27.930973790585995","27.930973790585995","27.930973790585995","51.09946525096893","51.09946525096893","51.09946525096893","79.2542272657156","79.2542272657156","79.2542272657156","73.32107999920845","73.32107999920845","73.32107999920845","65.9647456407547","65.9647456407547","65.9647456407547","69.21076536178589","69.21076536178589","69.21076536178589"
"859","4.269284158945084","4.269284158945084","4.269284158945084","57.644958862802014","57.644958862802014","57.644958862802014","68.43737304210663","68.43737304210663","68.43737304210663","67.05842507258058","67.05842507258058","67.05842507258058","18.170802761800587","18.170802761800587","18.170802761800587","61.938122779130936","61.938122779130936","61.938122779130936","-21.794612802565098","-21.794612802565098","-21.794612802565098","","","","80.39161735773087","80.39161735773087","80.39161735773087","69.78849083185196","69.78849083185196","69.78849083185196"
"860","71.50126820802689","71.50126820802689","71.50126820802689","66.48502223193645","66.48502223193645","66.48502223193645","66.07300165295601","66.07300165295601","66.07300165295601","41.11548738181591","41.11548738181591","41.11548738181591","1.52470276132226","1.52470276132226","1.52470276132226","76.95020619034767","76.95020619034767","76.95020619034767","52.42026687413454","52.42026687413454","52.42026687413454","52.95127585530281","52.95127585530281","52.95127585530281","13.299010205315426","13.299010205315426","13.299010205315426","48.963954128324986","48.963954128324986","48.963954128324986"
"861","65.49952292442322","65.49952292442322","65.49952292442322","60.1487834751606","60.1487834751606","60.1487834751606","61.90028864145279","61.90028864145279","61.90028864145279","82.53924282640219","82.53924282640219","82.53924282640219","5.9998201839625835","5.9998201839625835","5.9998201839625835","74.70310243964195","74.70310243964195","74.70310243964195","69.11240585334599","69.11240585334599","69.11240585334599","74.74851641058922","74.74851641058922","74.74851641058922","68.13833551853895","68.13833551853895","68.13833551853895","60.14393590390682","60.14393590390682","60.14393590390682"
"862","-5.20806272525806","-5.20806272525806","-5.20806272525806","53.09473983585485","53.09473983585485","53.09473983585485","71.61371693760157","71.61371693760157","71.61371693760157","47.16699770651758","47.16699770651758","47.16699770651758","22.56828073307406","22.56828073307406","22.56828073307406","43.18514944333583","43.18514944333583","43.18514944333583","65.2800532579422","65.2800532579422","65.2800532579422","61.437058448791504","61.437058448791504","61.437058448791504","74.65976622700691","74.65976622700691","74.65976622700691","80.805902980268","80.805902980268","80.805902980268"
"863","57.3240277543664","57.3240277543664","57.3240277543664","60.633803725242615","60.633803725242615","60.633803725242615","-4.157481763511896","-4.157481763511896","-4.157481763511896","59.04686912149191","59.04686912149191","59.04686912149191","","","","53.825771778821945","53.825771778821945","53.825771778821945","69.97793379426003","69.97793379426003","69.97793379426003","35.282826248556376","35.282826248556376","35.282826248556376","67.41097354888916","67.41097354888916","67.41097354888916","31.094290032982826","31.094290032982826","31.094290032982826"
"864","62.00320729613304","62.00320729613304","62.00320729613304","27.66066685691476","27.66066685691476","27.66066685691476","81.42602860927582","81.42602860927582","81.42602860927582","67.93890191614628","67.93890191614628","67.93890191614628","54.11807889863849","54.11807889863849","54.11807889863849","74.78046068549156","74.78046068549156","74.78046068549156","74.32881087064743","74.32881087064743","74.32881087064743","58.77933868765831","58.77933868765831","58.77933868765831","62.1337576599326","62.1337576599326","62.1337576599326","78.2088647261262","78.2088647261262","78.2088647261262"
"865","53.020084536634386","53.020084536634386","53.020084536634386","24.43662502616644","24.43662502616644","24.43662502616644","71.60815560817719","71.60815560817719","71.60815560817719","3.2497718827798963","3.2497718827798963","3.2497718827798963","65.11705842614174","65.11705842614174","65.11705842614174","69.73629822582006","69.73629822582006","69.73629822582006","71.1811634004116","71.1811634004116","71.1811634004116","65.90245427191257","65.90245427191257","65.90245427191257","83.64701956510544","83.64701956510544","83.64701956510544","45.4166114628315","45.4166114628315","45.4166114628315"
"866","-38.381677750498056","-38.381677750498056","-38.381677750498056","-17.060214683413506","-17.060214683413506","-17.060214683413506","-86.61590921878815","-86.61590921878815","-86.61590921878815","51.29355239123106","51.29355239123106","51.29355239123106","63.22776144742966","63.22776144742966","63.22776144742966","54.13446834683418","54.13446834683418","54.13446834683418","65.07612627744675","65.07612627744675","65.07612627744675","55.55607057362795","55.55607057362795","55.55607057362795","71.04625436663628","71.04625436663628","71.04625436663628","80.10789370536804","80.10789370536804","80.10789370536804"
"867","36.23736671358347","36.23736671358347","36.23736671358347","41.86330772936344","41.86330772936344","41.86330772936344","46.54587411880493","46.54587411880493","46.54587411880493","17.32278998196125","17.32278998196125","17.32278998196125","62.5377904297784","62.5377904297784","62.5377904297784","41.63683472760022","41.63683472760022","41.63683472760022","75.45541925728321","75.45541925728321","75.45541925728321","54.849126145243645","54.849126145243645","54.849126145243645","64.84130442142487","64.84130442142487","64.84130442142487","53.38530737161636","53.38530737161636","53.38530737161636"
"868","-16.54049338027835","-16.54049338027835","-16.54049338027835","51.60067826509476","51.60067826509476","51.60067826509476","61.82963743805885","61.82963743805885","61.82963743805885","62.936968207359314","62.936968207359314","62.936968207359314","62.39642049372196","62.39642049372196","62.39642049372196","44.719106525182724","44.719106525182724","44.719106525182724","69.15435102581978","69.15435102581978","69.15435102581978","44.85557100176811","44.85557100176811","44.85557100176811","65.65784494578838","65.65784494578838","65.65784494578838","79.83194309100509","79.83194309100509","79.83194309100509"
"869","62.18363457918167","62.18363457918167","62.18363457918167","21.705348854884505","21.705348854884505","21.705348854884505","68.11095932126045","68.11095932126045","68.11095932126045","-93.43281501531601","-93.43281501531601","-93.43281501531601","54.95586708188057","54.95586708188057","54.95586708188057","18.36932677961886","18.36932677961886","18.36932677961886","62.622248232364655","62.622248232364655","62.622248232364655","62.415024548769","62.415024548769","62.415024548769","65.61866453289986","65.61866453289986","65.61866453289986","72.41352645959705","72.41352645959705","72.41352645959705"
"870","70.99270936846733","70.99270936846733","70.99270936846733","43.39587018080056","43.39587018080056","43.39587018080056","57.58735103160143","57.58735103160143","57.58735103160143","50.8525445908308","50.8525445908308","50.8525445908308","59.757599234580994","59.757599234580994","59.757599234580994","69.83354634977877","69.83354634977877","69.83354634977877","53.03876033425331","53.03876033425331","53.03876033425331","28.766387350857258","28.766387350857258","28.766387350857258","78.91542685031891","78.91542685031891","78.91542685031891","63.66024409234524","63.66024409234524","63.66024409234524"
"871","35.87587671726942","35.87587671726942","35.87587671726942","68.49001704156399","68.49001704156399","68.49001704156399","34.00622544437647","34.00622544437647","34.00622544437647","59.33681652508676","59.33681652508676","59.33681652508676","66.51407459005713","66.51407459005713","66.51407459005713","58.05405892431736","58.05405892431736","58.05405892431736","75.47243767976761","75.47243767976761","75.47243767976761","66.50509428977966","66.50509428977966","66.50509428977966","39.2892729640007","39.2892729640007","39.2892729640007","64.68948312103748","64.68948312103748","64.68948312103748"
"872","-2.981519910041243","-2.981519910041243","-2.981519910041243","45.93629171419889","45.93629171419889","45.93629171419889","26.3719767536968","26.3719767536968","26.3719767536968","45.4503835439682","45.4503835439682","45.4503835439682","71.03621800243855","71.03621800243855","71.03621800243855","3.9826730713248253","3.9826730713248253","3.9826730713248253","","","","66.26622253656387","66.26622253656387","66.26622253656387","67.30067870207131","67.30067870207131","67.30067870207131","45.342026464641094","45.342026464641094","45.342026464641094"
"873","30.637291610240936","30.637291610240936","30.637291610240936","54.48436811566353","54.48436811566353","54.48436811566353","62.609604589641094","62.609604589641094","62.609604589641094","","","","79.36976151913404","79.36976151913404","79.36976151913404","73.9377384185791","73.9377384185791","73.9377384185791","67.19199309727992","67.19199309727992","67.19199309727992","56.27892202883959","56.27892202883959","56.27892202883959","","","","70.76738199591637","70.76738199591637","70.76738199591637"
"874","","","","","","","","","","61.043508887290955","61.043508887290955","61.043508887290955","","","","","","","","","","","","","41.1202358007431","41.1202358007431","41.1202358007431","","",""
"875","3.51139874139335","3.51139874139335","3.51139874139335","67.67698276042938","67.67698276042938","67.67698276042938","56.78143972158432","56.78143972158432","56.78143972158432","24.50592130376026","24.50592130376026","24.50592130376026","48.47204062342644","48.47204062342644","48.47204062342644","71.56379011273384","71.56379011273384","71.56379011273384","26.383100882172585","26.383100882172585","26.383100882172585","53.31270583870355","53.31270583870355","53.31270583870355","65.66272103786469","65.66272103786469","65.66272103786469","72.66500199586153","72.66500199586153","72.66500199586153"
"876","-1.3707947134971619","-1.3707947134971619","-1.3707947134971619","50.46606808155775","50.46606808155775","50.46606808155775","-84.18365277722478","-84.18365277722478","-84.18365277722478","33.010157749056816","33.010157749056816","33.010157749056816","43.631960064172745","43.631960064172745","43.631960064172745","73.76757220178843","73.76757220178843","73.76757220178843","68.23816521465778","68.23816521465778","68.23816521465778","23.297067768871784","23.297067768871784","23.297067768871784","55.57138139009476","55.57138139009476","55.57138139009476","60.096862339414656","60.096862339414656","60.096862339414656"
"877","67.80004993081093","67.80004993081093","67.80004993081093","70.68852126598358","70.68852126598358","70.68852126598358","29.993416160345078","29.993416160345078","29.993416160345078","62.27905832231045","62.27905832231045","62.27905832231045","59.74054300785065","59.74054300785065","59.74054300785065","52.57691996538779","52.57691996538779","52.57691996538779","52.47974808514118","52.47974808514118","52.47974808514118","31.62058413028717","31.62058413028717","31.62058413028717","69.75137980282307","69.75137980282307","69.75137980282307","65.67103581875563","65.67103581875563","65.67103581875563"
"878","4.161308376118541","4.161308376118541","4.161308376118541","62.3416273444891","62.3416273444891","62.3416273444891","37.000507954508066","37.000507954508066","37.000507954508066","66.72701781988144","66.72701781988144","66.72701781988144","-20.290044590830803","-20.290044590830803","-20.290044590830803","71.54850523173809","71.54850523173809","71.54850523173809","27.111200124025345","27.111200124025345","27.111200124025345","-30.61553387530148","-30.61553387530148","-30.61553387530148","59.76128640770912","59.76128640770912","59.76128640770912","79.15669146552682","79.15669146552682","79.15669146552682"
"879","17.18765376508236","17.18765376508236","17.18765376508236","55.062133483588696","55.062133483588696","55.062133483588696","81.37661039829254","81.37661039829254","81.37661039829254","70.44536434859037","70.44536434859037","70.44536434859037","61.51934602856636","61.51934602856636","61.51934602856636","78.88961791060865","78.88961791060865","78.88961791060865","74.79006576538086","74.79006576538086","74.79006576538086","62.82653915742412","62.82653915742412","62.82653915742412","58.53819087147713","58.53819087147713","58.53819087147713","66.54526501893997","66.54526501893997","66.54526501893997"
"880","20.663117855787277","20.663117855787277","20.663117855787277","21.147366493940353","21.147366493940353","21.147366493940353","54.329694820567966","54.329694820567966","54.329694820567966","43.563683569431305","43.563683569431305","43.563683569431305","32.008518846705556","32.008518846705556","32.008518846705556","60.27989721298218","60.27989721298218","60.27989721298218","59.34273590892553","59.34273590892553","59.34273590892553","73.78820469975471","73.78820469975471","73.78820469975471","79.8976494371891","79.8976494371891","79.8976494371891","70.17212222516537","70.17212222516537","70.17212222516537"
"881","-5.010300671681762","-5.010300671681762","-5.010300671681762","56.791895896196365","56.791895896196365","56.791895896196365","21.053555190563202","21.053555190563202","21.053555190563202","44.28314026072621","44.28314026072621","44.28314026072621","60.76869051158428","60.76869051158428","60.76869051158428","54.23722817003727","54.23722817003727","54.23722817003727","72.94041661918163","72.94041661918163","72.94041661918163","62.889890402555466","62.889890402555466","62.889890402555466","55.545038878917694","55.545038878917694","55.545038878917694","48.231721460819244","48.231721460819244","48.231721460819244"
"882","56.300888150930405","56.300888150930405","56.300888150930405","62.227179512381554","62.227179512381554","62.227179512381554","67.57346772029996","67.57346772029996","67.57346772029996","36.05239488184452","36.05239488184452","36.05239488184452","-54.20125129818916","-54.20125129818916","-54.20125129818916","67.47350718500093","67.47350718500093","67.47350718500093","54.095212772488594","54.095212772488594","54.095212772488594","71.331548422575","71.331548422575","71.331548422575","41.89212130010128","41.89212130010128","41.89212130010128","58.52662205696106","58.52662205696106","58.52662205696106"
"883","16.51706895744428","16.51706895744428","16.51706895744428","-9.036937594413757","-9.036937594413757","-9.036937594413757","66.80837439000607","66.80837439000607","66.80837439000607","72.77612301707268","72.77612301707268","72.77612301707268","31.849533169763163","31.849533169763163","31.849533169763163","55.167843490839005","55.167843490839005","55.167843490839005","-31.856585433299188","-31.856585433299188","-31.856585433299188","55.018179297447205","55.018179297447205","55.018179297447205","49.8394727781415","49.8394727781415","49.8394727781415","56.75225992500782","56.75225992500782","56.75225992500782"
"884","15.874425746500492","15.874425746500492","15.874425746500492","14.55634997272864","14.55634997272864","14.55634997272864","50.01812765002251","50.01812765002251","50.01812765002251","68.36968292295933","68.36968292295933","68.36968292295933","66.95827788114548","66.95827788114548","66.95827788114548","57.89022354781628","57.89022354781628","57.89022354781628","74.23642739653587","74.23642739653587","74.23642739653587","79.95585849881172","79.95585849881172","79.95585849881172","71.31904649734497","71.31904649734497","71.31904649734497","34.657111432403326","34.657111432403326","34.657111432403326"
"885","70.75243306159973","70.75243306159973","70.75243306159973","42.79385542869568","42.79385542869568","42.79385542869568","71.85167653858662","71.85167653858662","71.85167653858662","70.1536514274776","70.1536514274776","70.1536514274776","1.8958537578582764","1.8958537578582764","1.8958537578582764","58.82169649004936","58.82169649004936","58.82169649004936","39.610806175507605","39.610806175507605","39.610806175507605","13.971560994163156","13.971560994163156","13.971560994163156","68.14393050968647","68.14393050968647","68.14393050968647","53.94927878677845","53.94927878677845","53.94927878677845"
"886","2.3388375947251916","2.3388375947251916","2.3388375947251916","-81.61529816687107","-81.61529816687107","-81.61529816687107","31.04857660923153","31.04857660923153","31.04857660923153","50.31821905076504","50.31821905076504","50.31821905076504","76.69453067332506","76.69453067332506","76.69453067332506","71.4813223760575","71.4813223760575","71.4813223760575","69.93305145949125","69.93305145949125","69.93305145949125","-20.088954360689968","-20.088954360689968","-20.088954360689968","60.955089930444956","60.955089930444956","60.955089930444956","43.19261576794088","43.19261576794088","43.19261576794088"
"887","50.77448818087578","50.77448818087578","50.77448818087578","59.63080674409866","59.63080674409866","59.63080674409866","70.00717157125473","70.00717157125473","70.00717157125473","13.613799810642377","13.613799810642377","13.613799810642377","56.345517575740814","56.345517575740814","56.345517575740814","64.49771773815155","64.49771773815155","64.49771773815155","68.82474414259195","68.82474414259195","68.82474414259195","37.49909682571888","37.49909682571888","37.49909682571888","","","","59.293023094534874","59.293023094534874","59.293023094534874"
"888","70.85354552045465","70.85354552045465","70.85354552045465","57.48166033625603","57.48166033625603","57.48166033625603","53.67073963582516","53.67073963582516","53.67073963582516","","","","-32.90817638952285","-32.90817638952285","-32.90817638952285","1.6235992824658751","1.6235992824658751","1.6235992824658751","-85.65705241635442","-85.65705241635442","-85.65705241635442","59.800737449899316","59.800737449899316","59.800737449899316","74.3699442744255","74.3699442744255","74.3699442744255","63.82920519541949","63.82920519541949","63.82920519541949"
"889","32.91197990439832","32.91197990439832","32.91197990439832","43.029258355498314","43.029258355498314","43.029258355498314","76.76765754818916","76.76765754818916","76.76765754818916","44.55156750231981","44.55156750231981","44.55156750231981","-41.8697327747941","-41.8697327747941","-41.8697327747941","75.67020180821419","75.67020180821419","75.67020180821419","50.34866639599204","50.34866639599204","50.34866639599204","16.707728378474712","16.707728378474712","16.707728378474712","71.41467971261591","71.41467971261591","71.41467971261591","64.54954755306244","64.54954755306244","64.54954755306244"
"890","3.867632582783699","3.867632582783699","3.867632582783699","59.155934473499656","59.155934473499656","59.155934473499656","48.75191507488489","48.75191507488489","48.75191507488489","30.137115703779273","30.137115703779273","30.137115703779273","67.06114846467972","67.06114846467972","67.06114846467972","36.11019629240036","36.11019629240036","36.11019629240036","43.44853975251317","43.44853975251317","43.44853975251317","62.30990445613861","62.30990445613861","62.30990445613861","64.36823469400406","64.36823469400406","64.36823469400406","68.9187400341034","68.9187400341034","68.9187400341034"
"891","46.984457448124886","46.984457448124886","46.984457448124886","69.01027211546898","69.01027211546898","69.01027211546898","69.01913794875145","69.01913794875145","69.01913794875145","40.42985900491476","40.42985900491476","40.42985900491476","69.65377749502659","69.65377749502659","69.65377749502659","51.9934048037976","51.9934048037976","51.9934048037976","81.25479346513748","81.25479346513748","81.25479346513748","74.35089216008782","74.35089216008782","74.35089216008782","66.00316512584686","66.00316512584686","66.00316512584686","66.41534307599068","66.41534307599068","66.41534307599068"
"892","-11.919640318956226","-11.919640318956226","-11.919640318956226","68.91961735486984","68.91961735486984","68.91961735486984","64.12236115336418","64.12236115336418","64.12236115336418","74.93980523943901","74.93980523943901","74.93980523943901","44.883960247039795","44.883960247039795","44.883960247039795","16.806403897702694","16.806403897702694","16.806403897702694","65.1977111287415","65.1977111287415","65.1977111287415","72.38730108737946","72.38730108737946","72.38730108737946","-94.99574926495552","-94.99574926495552","-94.99574926495552","73.94922839105129","73.94922839105129","73.94922839105129"
"893","-7.868025154108182","-7.868025154108182","-7.868025154108182","22.78843665122986","22.78843665122986","22.78843665122986","74.36309243738651","74.36309243738651","74.36309243738651","63.4065335392952","63.4065335392952","63.4065335392952","37.68145039398223","37.68145039398223","37.68145039398223","73.42237558960915","73.42237558960915","73.42237558960915","60.7304400652647","60.7304400652647","60.7304400652647","45.148233246058226","45.148233246058226","45.148233246058226","-66.49145555589348","-66.49145555589348","-66.49145555589348","63.30924891680479","63.30924891680479","63.30924891680479"
"894","67.77185264229774","67.77185264229774","67.77185264229774","17.309524819254875","17.309524819254875","17.309524819254875","35.09055604040623","35.09055604040623","35.09055604040623","36.157107312232256","36.157107312232256","36.157107312232256","-28.721183586865664","-28.721183586865664","-28.721183586865664","72.36656376719475","72.36656376719475","72.36656376719475","70.21987360715866","70.21987360715866","70.21987360715866","56.450879119336605","56.450879119336605","56.450879119336605","62.24927821755409","62.24927821755409","62.24927821755409","62.53656889498234","62.53656889498234","62.53656889498234"
"895","-13.023307657800615","-13.023307657800615","-13.023307657800615","64.11613847315311","64.11613847315311","64.11613847315311","36.82264622114599","36.82264622114599","36.82264622114599","19.063167214393616","19.063167214393616","19.063167214393616","59.63561153411865","59.63561153411865","59.63561153411865","77.24612782336771","77.24612782336771","77.24612782336771","61.46440875530243","61.46440875530243","61.46440875530243","47.47232946753502","47.47232946753502","47.47232946753502","48.06389136426151","48.06389136426151","48.06389136426151","72.10419583320618","72.10419583320618","72.10419583320618"
"896","4.247635141015053","4.247635141015053","4.247635141015053","71.37607783079147","71.37607783079147","71.37607783079147","70.41699972748756","70.41699972748756","70.41699972748756","71.15883719362319","71.15883719362319","71.15883719362319","8.875894784927368","8.875894784927368","8.875894784927368","57.84672585129738","57.84672585129738","57.84672585129738","78.4119280576706","78.4119280576706","78.4119280576706","51.05024090409279","51.05024090409279","51.05024090409279","70.27702331542969","70.27702331542969","70.27702331542969","62.325808480381966","62.325808480381966","62.325808480381966"
"897","35.99099741876125","35.99099741876125","35.99099741876125","34.412528056651354","34.412528056651354","34.412528056651354","61.32969687040895","61.32969687040895","61.32969687040895","34.414838179945946","34.414838179945946","34.414838179945946","8.335799765074626","8.335799765074626","8.335799765074626","81.8897396326065","81.8897396326065","81.8897396326065","49.724377263337374","49.724377263337374","49.724377263337374","57.45491670444608","57.45491670444608","57.45491670444608","52.349764194339514","52.349764194339514","52.349764194339514","70.67014719545841","70.67014719545841","70.67014719545841"
"898","-11.34852705616504","-11.34852705616504","-11.34852705616504","48.81574723124504","48.81574723124504","48.81574723124504","76.13731406070292","76.13731406070292","76.13731406070292","21.773554558400065","21.773554558400065","21.773554558400065","27.210633961483836","27.210633961483836","27.210633961483836","58.27560766413808","58.27560766413808","58.27560766413808","-2.7506591361016035","-2.7506591361016035","-2.7506591361016035","58.56940615735948","58.56940615735948","58.56940615735948","66.60758914425969","66.60758914425969","66.60758914425969","79.80423994362354","79.80423994362354","79.80423994362354"
"899","8.433600176125765","8.433600176125765","8.433600176125765","70.66344499588013","70.66344499588013","70.66344499588013","50.015492141246796","50.015492141246796","50.015492141246796","56.880234345793724","56.880234345793724","56.880234345793724","9.530665231868625","9.530665231868625","9.530665231868625","35.533519469201565","35.533519469201565","35.533519469201565","69.16279733181","69.16279733181","69.16279733181","67.08971908688545","67.08971908688545","67.08971908688545","72.891961209476","72.891961209476","72.891961209476","18.65162270516157","18.65162270516157","18.65162270516157"
"900","14.121435642242432","14.121435642242432","14.121435642242432","61.293368339538574","61.293368339538574","61.293368339538574","72.70004627108574","72.70004627108574","72.70004627108574","-32.28596581378952","-32.28596581378952","-32.28596581378952","52.58337470702827","52.58337470702827","52.58337470702827","78.52047789096832","78.52047789096832","78.52047789096832","59.66131416335702","59.66131416335702","59.66131416335702","58.9552136361599","58.9552136361599","58.9552136361599","61.367926210165024","61.367926210165024","61.367926210165024","74.57290694490075","74.57290694490075","74.57290694490075"
"901","10.880791817442514","10.880791817442514","10.880791817442514","53.92210906744003","53.92210906744003","53.92210906744003","69.0986769348383","69.0986769348383","69.0986769348383","32.84871931746602","32.84871931746602","32.84871931746602","37.631000575609505","37.631000575609505","37.631000575609505","-14.858681785408407","-14.858681785408407","-14.858681785408407","61.12704935669899","61.12704935669899","61.12704935669899","74.1612374605611","74.1612374605611","74.1612374605611","74.54971025884151","74.54971025884151","74.54971025884151","56.76866993308067","56.76866993308067","56.76866993308067"
"902","-61.6927088778466","-61.6927088778466","-61.6927088778466","51.63551065325737","51.63551065325737","51.63551065325737","-2.0444631547434255","-2.0444631547434255","-2.0444631547434255","71.0297780930996","71.0297780930996","71.0297780930996","40.187472965568304","40.187472965568304","40.187472965568304","58.88455641269684","58.88455641269684","58.88455641269684","71.81316544860601","71.81316544860601","71.81316544860601","23.537787176668644","23.537787176668644","23.537787176668644","65.85528007149696","65.85528007149696","65.85528007149696","46.54563581943512","46.54563581943512","46.54563581943512"
"903","36.35212205350399","36.35212205350399","36.35212205350399","43.1371358782053","43.1371358782053","43.1371358782053","35.22002176847309","35.22002176847309","35.22002176847309","64.81511321105063","64.81511321105063","64.81511321105063","-37.47032730735373","-37.47032730735373","-37.47032730735373","64.8737545274198","64.8737545274198","64.8737545274198","71.76657223701477","71.76657223701477","71.76657223701477","47.964286893606186","47.964286893606186","47.964286893606186","79.44633498415351","79.44633498415351","79.44633498415351","50.055048786103725","50.055048786103725","50.055048786103725"
"904","36.324400920420885","36.324400920420885","36.324400920420885","56.60441020131111","56.60441020131111","56.60441020131111","59.522798389196396","59.522798389196396","59.522798389196396","31.793752712430432","31.793752712430432","31.793752712430432","75.62874209880829","75.62874209880829","75.62874209880829","34.453031249780906","34.453031249780906","34.453031249780906","67.45791211724281","67.45791211724281","67.45791211724281","78.62073770165443","78.62073770165443","78.62073770165443","62.149740770459175","62.149740770459175","62.149740770459175","62.61121964454651","62.61121964454651","62.61121964454651"
"905","22.032097816467285","22.032097816467285","22.032097816467285","-40.03850635513663","-40.03850635513663","-40.03850635513663","14.967867836356163","14.967867836356163","14.967867836356163","31.685083761811256","31.685083761811256","31.685083761811256","42.27335596829653","42.27335596829653","42.27335596829653","55.50170087069273","55.50170087069273","55.50170087069273","76.27842682600021","76.27842682600021","76.27842682600021","62.61419177055359","62.61419177055359","62.61419177055359","77.68870007991791","77.68870007991791","77.68870007991791","62.42444125562906","62.42444125562906","62.42444125562906"
"906","50.101846277713776","50.101846277713776","50.101846277713776","64.15756495296955","64.15756495296955","64.15756495296955","66.536203622818","66.536203622818","66.536203622818","43.78610813617706","43.78610813617706","43.78610813617706","60.46169535210356","60.46169535210356","60.46169535210356","58.875973135232925","58.875973135232925","58.875973135232925","69.66087844967842","69.66087844967842","69.66087844967842","47.72931319475174","47.72931319475174","47.72931319475174","79.36028415709734","79.36028415709734","79.36028415709734","58.107226856052876","58.107226856052876","58.107226856052876"
